Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,contrast,COG,Description,Name,KO,KEGG_Pathway,COG_root,abs_log2FoldChange,-log10(pvalue)
g1010,310.715777059027,-0.611435803300258,0.165437635629318,-3.69586884492383,0.000219136083494,0.0054911043465293,Rp_R20_pos_vs_pIND,"COG1643@1|root,KOG0922@2759|Eukaryota,38GIR@33154|Opisthokonta,3NWVV@4751|Fungi,1GRWX@112252|Fungi incertae sedis",Helicase associated domain (HA2)  Add an annotation,prh1,"K12818,K14781,K17820","ko03040,ko04621,map03040,map04621",COG1643,0.611435803300258,3.6592861045385208
g1013,4163.95274676797,0.619988162828319,0.0963327026956344,6.43590541404394,1.22739452496578e-10,5.66656653712108e-08,Rp_R20_pos_vs_pIND,"COG1717@1|root,KOG0878@2759|Eukaryota,3A0DJ@33154|Opisthokonta,3P2W4@4751|Fungi,1GTVT@112252|Fungi incertae sedis",Ribosomal_L32e,RPL32,K02912,"ko03010,map03010",COG1717,0.619988162828319,9.911015818303555
g10134,25.9255937413668,-0.988227965232991,0.339919224398897,-2.90724352816627,0.0036462920945077,0.0334038720166903,Rp_R20_pos_vs_pIND,"KOG2483@1|root,KOG2483@2759|Eukaryota,3A963@33154|Opisthokonta,3P6Y3@4751|Fungi,1GX9S@112252|Fungi incertae sedis",helix loop helix domain,-,-,-,,0.988227965232991,2.4381485441418906
g10163,194.010369881533,0.60071734635256,0.176436801679525,3.40471682004124,0.0006623269761569,0.0112572903515992,Rp_R20_pos_vs_pIND,"28N8N@1|root,2QUTZ@2759|Eukaryota,3A515@33154|Opisthokonta,3Q6T9@4751|Fungi",Transposase,-,-,-,,0.60071734635256,3.178927556054581
g1019,850.345668026561,-0.611715100630753,0.145876250622049,-4.19338376207411,2.74823929023368e-05,0.0013404925402879,Rp_R20_pos_vs_pIND,"COG5068@1|root,KOG0014@2759|Eukaryota,38EKQ@33154|Opisthokonta,3NUMI@4751|Fungi,1GWT7@112252|Fungi incertae sedis",MADS,-,K09265,"ko04011,map04011",COG5068,0.611715100630753,4.560945455781466
g10262,4.26499195997875,-3.48080506693666,1.04473125023738,-3.3317707938245,0.0008629529817089,0.0132492982156889,Rp_R20_pos_vs_pIND,-,-,-,-,-,-,3.48080506693666,3.064012866324944
g10296,91.2127498162489,-0.905783635710641,0.305039639036453,-2.96939649735948,0.0029838531306999,0.0294118432724209,Rp_R20_pos_vs_pIND,"2EX3U@1|root,2SYUG@2759|Eukaryota,3AIKQ@33154|Opisthokonta,3PC4W@4751|Fungi,1GWP4@112252|Fungi incertae sedis",CotH kinase protein,-,-,-,,0.905783635710641,2.5252225572370195
g10356,294.919252133506,-0.729472435584008,0.192146556658215,-3.79643772061747,0.0001467902182551,0.0041689261985725,Rp_R20_pos_vs_pIND,"2EX3U@1|root,2SYUG@2759|Eukaryota,3AIKQ@33154|Opisthokonta,3PC4W@4751|Fungi,1GWP4@112252|Fungi incertae sedis",CotH kinase protein,-,-,-,,0.729472435584008,3.8333028837889795
g10361,31.0813942517352,1.04169872071039,0.297008807260138,3.50729909432622,0.0004526800335338,0.0087248582773931,Rp_R20_pos_vs_pIND,-,-,-,-,-,-,1.04169872071039,3.3442086606126007
g10387,150.158801848568,-0.647891273050876,0.179409123044767,-3.61125043172533,0.0003047242331204,0.0067365094386486,Rp_R20_pos_vs_pIND,"2CJ2D@1|root,2QS3W@2759|Eukaryota,3A2KF@33154|Opisthokonta,3P3RG@4751|Fungi,1GTJX@112252|Fungi incertae sedis",Sucrase/ferredoxin-like,-,-,-,,0.647891273050876,3.516093007241106
g10388,123.71558105426,-0.793321171956448,0.240584369416941,-3.29747594941048,0.000975580293375,0.0142931512797647,Rp_R20_pos_vs_pIND,"KOG4197@1|root,KOG4197@2759|Eukaryota,3A8X8@33154|Opisthokonta,3P7KM@4751|Fungi,1GVAH@112252|Fungi incertae sedis",PPR repeat family,-,-,-,,0.793321171956448,3.0107369809750906
g10389,342.465985180856,-1.37331603645614,0.177588477143835,-7.73313707366186,1.04928210141141e-14,1.09633411985365e-11,Rp_R20_pos_vs_pIND,"2AHMD@1|root,2RZ2P@2759|Eukaryota,3A2WV@33154|Opisthokonta,3P3A6@4751|Fungi",-,-,-,-,,1.37331603645614,13.979107735242444
g10409,8.12850565184225,1.55492646944019,0.472485681385343,3.29094939952697,0.0009984987211725,0.0144429187079906,Rp_R20_pos_vs_pIND,"2ESKY@1|root,2SV4Z@2759|Eukaryota,3AB87@33154|Opisthokonta,3P7E0@4751|Fungi,3V3ZG@5204|Basidiomycota,22AVS@155619|Agaricomycetes,3W9QW@5338|Agaricales",Transposase family tnp2,-,-,-,,1.55492646944019,3.0006524870156945
g1042,75.4753897008688,1.21496876093901,0.26884005621596,4.51929960899511,6.20445414073861e-06,0.0004701176473356,Rp_R20_pos_vs_pIND,-,-,-,-,-,-,1.21496876093901,5.207296421110147
g10429,300.899566841476,-1.24283131213139,0.364588197112933,-3.40886326538547,0.0006523416787636,0.0111169746593362,Rp_R20_pos_vs_pIND,"KOG1325@1|root,KOG1325@2759|Eukaryota,38CVD@33154|Opisthokonta,3NU1G@4751|Fungi,1GV08@112252|Fungi incertae sedis","Cytoplasmic phospholipase A2, catalytic subunit",-,K16342,"ko00564,ko00565,ko00590,ko00591,ko00592,ko01100,ko01110,ko04010,ko04014,ko04072,ko04217,ko04270,ko04370,ko04611,ko04664,ko04724,ko04726,ko04730,ko04750,ko04912,ko04913,ko04921,ko05231,map00564,map00565,map00590,map00591,map00592,map01100,map01110,map04010,map04014,map04072,map04217,map04270,map04370,map04611,map04664,map04724,map04726,map04730,map04750,map04912,map04913,map04921,map05231",,1.24283131213139,3.18552487308139
g10430,20.631834661481,-1.37201118353417,0.319069351781992,-4.30004065220157,1.70766781346361e-05,0.0009658296704524,Rp_R20_pos_vs_pIND,"2941H@1|root,2RAUT@2759|Eukaryota,3AX97@33154|Opisthokonta,3Q25F@4751|Fungi,1GX1Z@112252|Fungi incertae sedis",-,-,-,-,,1.37201118353417,4.767596607189554
